school,year,title,imageUrl,sourceUrl
"北京航空航天大学","2026","北京航空航天大学2026年硕士研究生初试成绩基本要求","https://t3.chei.com.cn/news/img/2293451687.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451686.html"
"东北大学","2026","东北大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t2.chei.com.cn/news/img/2293451678.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451677.html"
"东北大学","2026","东北大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t4.chei.com.cn/news/img/2293451679.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451677.html"
"东北大学","2026","东北大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t4.chei.com.cn/news/img/2293451680.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451677.html"
"东北大学","2026","东北大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t1.chei.com.cn/news/img/2293451681.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451677.html"
"湖南大学","2026","湖南大学2026年硕士研究生招生复试基本分数线","https://t3.chei.com.cn/news/img/2293451673.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451672.html"
"湖南大学","2026","湖南大学2026年硕士研究生招生复试基本分数线","https://t1.chei.com.cn/news/img/2293451674.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451672.html"
"中国科学技术大学","2026","中国科学技术大学2026年硕士研究生招生考试复试基本分数线","https://t1.chei.com.cn/news/img/2293451670.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451669.html"
"哈尔滨工业大学","2026","哈尔滨工业大学2026年硕士研究生招生考试复试基本线","https://t1.chei.com.cn/news/img/2293451665.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451664.html"
"西北工业大学","2026","西北工业大学2026年硕士研究生入学考试复试基本分数线","https://t1.chei.com.cn/news/img/2293451663.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451662.html"
"中国人民大学","2026","中国人民大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t3.chei.com.cn/news/img/2293451659.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451658.html"
"中国人民大学","2026","中国人民大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t2.chei.com.cn/news/img/2293451660.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451658.html"
"中国人民大学","2026","中国人民大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t2.chei.com.cn/news/img/2293450437.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451658.html"
"中国人民大学","2026","中国人民大学2026年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t4.chei.com.cn/news/img/2293451661.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451658.html"
"南京大学","2026","南京大学2026年硕士研究生招生考试复试基本分数线","https://t1.chei.com.cn/news/img/2293451655.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451654.html"
"南京大学","2026","南京大学2026年硕士研究生招生考试复试基本分数线","https://t1.chei.com.cn/news/img/2293451656.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451654.html"
