school,year,title,imageUrl,sourceUrl
"南京大学","2026","南京大学2026年硕士研究生招生考试复试基本分数线","https://t4.chei.com.cn/news/img/2293450439.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451654.html"
"南京大学","2026","南京大学2026年硕士研究生招生考试复试基本分数线","https://t3.chei.com.cn/news/img/2293451657.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451654.html"
"天津大学","2026","天津大学2026年硕士研究生招生考试初试进入复试基本分数要求","https://t4.chei.com.cn/news/img/2293451650.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451649.html"
"天津大学","2026","天津大学2026年硕士研究生招生考试初试进入复试基本分数要求","https://t4.chei.com.cn/news/img/2293451651.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451649.html"
"天津大学","2026","天津大学2026年硕士研究生招生考试初试进入复试基本分数要求","https://t3.chei.com.cn/news/img/2293451652.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451649.html"
"浙江大学","2026","2026年浙江大学硕士研究生招生考试复试分数线基本要求","https://t1.chei.com.cn/news/img/2293451646.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451645.html"
"浙江大学","2026","2026年浙江大学硕士研究生招生考试复试分数线基本要求","https://t2.chei.com.cn/news/img/2293451647.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451645.html"
"浙江大学","2026","2026年浙江大学硕士研究生招生考试复试分数线基本要求","https://t3.chei.com.cn/news/img/2293451648.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451645.html"
"中山大学","2026","中山大学2026年硕士研究生招生考试复试基本分数线","https://t1.chei.com.cn/news/img/2293451644.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451641.html"
"中山大学","2026","中山大学2026年硕士研究生招生考试复试基本分数线","https://t4.chei.com.cn/news/img/2293451643.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260316/2293451641.html"
"南开大学","2026","南开大学2026年全国硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t4.chei.com.cn/news/img/2293451585.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451584.html"
"南开大学","2026","南开大学2026年全国硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t3.chei.com.cn/news/img/2293451586.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451584.html"
"西安交通大学","2026","西安交通大学2026年硕士研究生招生复试基本分数线","https://t2.chei.com.cn/news/img/2293451583.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451582.html"
"北京师范大学","2026","北京师范大学2026年硕士研究生招生学校复试基本分数线","https://t1.chei.com.cn/news/img/2293451576.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451575.html"
"北京师范大学","2026","北京师范大学2026年硕士研究生招生学校复试基本分数线","https://t1.chei.com.cn/news/img/2293451577.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451575.html"
"北京师范大学","2026","北京师范大学2026年硕士研究生招生学校复试基本分数线","https://t1.chei.com.cn/news/img/2293451578.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451575.html"
"北京师范大学","2026","北京师范大学2026年硕士研究生招生学校复试基本分数线","https://t1.chei.com.cn/news/img/2293451579.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451575.html"
"北京师范大学","2026","北京师范大学2026年硕士研究生招生学校复试基本分数线","https://t4.chei.com.cn/news/img/2293451580.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451575.html"
"北京师范大学","2026","北京师范大学2026年硕士研究生招生学校复试基本分数线","https://t4.chei.com.cn/news/img/2293451581.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293451575.html"
"清华大学","2026","清华大学2026年硕士研究生招生复试基本分数线","https://t4.chei.com.cn/news/img/2293450321.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293450320.html"
"北京大学","2026","北京大学2026年硕士研究生招生复试基本分数线","https://t2.chei.com.cn/news/img/2293450317.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293450316.html"
"北京大学","2026","北京大学2026年硕士研究生招生复试基本分数线","https://t1.chei.com.cn/news/img/2293450318.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293450316.html"
"北京大学","2026","北京大学2026年硕士研究生招生复试基本分数线","https://t4.chei.com.cn/news/img/2293450319.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202603/20260313/2293450316.html"
"湖南大学","2025","湖南大学2025年硕士研究生招生复试基本分数线","https://t4.chei.com.cn/news/img/2293363540.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250318/2293363539.html"
"湖南大学","2025","湖南大学2025年硕士研究生招生复试基本分数线","https://t1.chei.com.cn/news/img/2293363541.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250318/2293363539.html"
"湖南大学","2025","湖南大学2025年硕士研究生招生复试基本分数线","https://t4.chei.com.cn/news/img/2293363542.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250318/2293363539.html"
"兰州大学","2025","兰州大学2025年硕士研究生招生复试基本分数线","https://t1.chei.com.cn/news/img/2293363155.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363154.html"
"兰州大学","2025","兰州大学2025年硕士研究生招生复试基本分数线","https://t1.chei.com.cn/news/img/2293363156.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363154.html"
"兰州大学","2025","兰州大学2025年硕士研究生招生复试基本分数线","https://t2.chei.com.cn/news/img/2293363157.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363154.html"
"华中科技大学","2025","华中科技大学2025年硕士研究生招生考试复试基本分数要求","https://t3.chei.com.cn/news/img/2293363147.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363146.html"
"华中科技大学","2025","华中科技大学2025年硕士研究生招生考试复试基本分数要求","https://t3.chei.com.cn/news/img/2293363148.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363146.html"
"华中科技大学","2025","华中科技大学2025年硕士研究生招生考试复试基本分数要求","https://t3.chei.com.cn/news/img/2293363149.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363146.html"
"中国人民大学","2025","中国人民大学2025年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t4.chei.com.cn/news/img/2293363142.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363141.html"
"中国人民大学","2025","中国人民大学2025年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t1.chei.com.cn/news/img/2293363143.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363141.html"
"中国人民大学","2025","中国人民大学2025年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t2.chei.com.cn/news/img/2293363144.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363141.html"
"中国人民大学","2025","中国人民大学2025年硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t4.chei.com.cn/news/img/2293363145.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363141.html"
"中南大学","2025","中南大学2025年全国硕士研究生招生考试考生进入复试的初试成绩基本要求","https://t1.chei.com.cn/news/img/2293363139.png","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363138.html"
"电子科技大学","2025","2025年电子科技大学全国硕士研究生招生考试初试成绩基本要求","https://t2.chei.com.cn/news/img/2293363135.jpg","https://yz.chsi.com.cn/kyzx/fsfsx34/202503/20250315/2293363134.html"
